Id,Zone,Task operation,Duration,Resources,Craft,Construciton order
177.0,z1,Gypsum,6,3,Painter,176.0
178.0,z1,Structural Walls,9,2,Electrician,177.0
179.0,z1,Gypsum,9,2,Concrete,178.0
180.0,z1,Sewage,8,2,Concrete,179.0
181.0,z1,Sewage,9,1,Carpenter,180.0
182.0,z1,Structural Foundation,3,1,Carpenter,181.0
183.0,z1,Interior Walls,9,1,VVS,182.0
184.0,z1,Sewage,9,3,Painter,183.0
185.0,z1,Piping,4,3,VVS,184.0
186.0,z1,Floor,8,1,VVS,185.0
187.0,z1,Gypsum,4,3,VVS,186.0
188.0,z1,Structural Walls,9,3,Concrete,187.0
189.0,z1,Sewage,4,1,Painter,188.0
190.0,z1,Sewage,6,1,VVS,189.0
191.0,z1,Gypsum,4,2,Electrician,190.0
192.0,z1,Electricity,8,1,VVS,191.0
193.0,z1,Structural Walls,6,1,Painter,192.0
194.0,z1,Piping,6,1,Electrician,193.0
195.0,z1,Structural Foundation,2,3,Painter,194.0
196.0,z1,Gypsum,7,1,Concrete,195.0
197.0,z1,Interior Walls,5,1,Painter,196.0
198.0,z1,Piping,3,1,Electrician,197.0
199.0,z1,Sewage,8,1,Electrician,198.0
200.0,z1,Structural Foundation,7,1,VVS,199.0
201.0,z1,Structural Foundation,1,1,Concrete,200.0
202.0,z1,Electricity,9,1,VVS,201.0
203.0,z1,Structural Walls,3,1,VVS,202.0
204.0,z1,Floor,6,1,Painter,203.0
205.0,z1,Sewage,6,3,Concrete,204.0
206.0,z1,Interior Walls,5,3,Painter,205.0
207.0,z1,Sewage,2,1,Electrician,206.0
208.0,z1,Sewage,4,1,Carpenter,207.0
209.0,z1,Piping,9,3,Electrician,208.0
210.0,z1,Interior Walls,7,2,Carpenter,209.0
211.0,z1,Sewage,6,2,Electrician,210.0
212.0,z1,Piping,7,1,VVS,211.0
213.0,z1,Sewage,8,2,Painter,212.0
214.0,z1,Piping,7,2,Carpenter,213.0
215.0,z1,Interior Walls,8,1,Painter,214.0
216.0,z1,Gypsum,8,2,Carpenter,215.0
217.0,z1,Gypsum,4,1,Electrician,216.0
218.0,z1,Interior Walls,3,3,VVS,217.0
219.0,z1,Gypsum,4,3,Carpenter,218.0
220.0,z1,Structural Foundation,5,3,Electrician,219.0
221.0,z1,Structural Walls,1,1,Carpenter,220.0
222.0,z1,Piping,3,1,Carpenter,221.0
223.0,z1,Electricity,2,3,Painter,222.0
224.0,z1,Piping,3,3,VVS,223.0
225.0,z1,Electricity,7,3,Concrete,224.0
226.0,z1,Structural Foundation,6,3,Concrete,225.0
227.0,z1,Floor,3,2,Electrician,226.0
228.0,z1,Structural Foundation,6,3,VVS,227.0
229.0,z1,Structural Foundation,8,1,Painter,228.0
230.0,z1,Structural Foundation,1,1,VVS,229.0
231.0,z1,Floor,8,2,Painter,230.0
232.0,z1,Piping,4,1,Carpenter,231.0
233.0,z1,Structural Walls,8,2,Painter,232.0
234.0,z1,Structural Walls,4,3,Electrician,233.0
235.0,z1,Interior Walls,7,1,Electrician,234.0
236.0,z1,Piping,4,2,VVS,235.0
237.0,z1,Piping,9,2,Painter,236.0
238.0,z1,Structural Foundation,7,2,Painter,237.0
239.0,z1,Structural Foundation,1,1,Concrete,238.0
240.0,z1,Interior Walls,8,2,Painter,239.0
241.0,z1,Gypsum,5,3,Electrician,240.0
242.0,z1,Gypsum,5,1,VVS,241.0
243.0,z1,Piping,7,1,VVS,242.0
244.0,z1,Floor,9,3,Concrete,243.0
245.0,z1,Structural Foundation,2,2,Painter,244.0
246.0,z1,Gypsum,9,3,VVS,245.0
247.0,z1,Electricity,3,1,Electrician,246.0
248.0,z1,Structural Walls,8,1,Carpenter,247.0
249.0,z1,Sewage,3,1,Carpenter,248.0
250.0,z1,Gypsum,3,2,Concrete,249.0
251.0,z1,Piping,5,2,Carpenter,250.0
252.0,z1,Piping,9,3,Electrician,251.0
253.0,z1,Interior Walls,4,3,Carpenter,252.0
254.0,z1,Interior Walls,8,3,Painter,253.0
255.0,z1,Sewage,6,1,VVS,254.0
256.0,z1,Piping,5,3,Painter,255.0
257.0,z1,Sewage,4,1,VVS,256.0
258.0,z1,Piping,6,2,Electrician,257.0
259.0,z1,Floor,2,1,Painter,258.0
260.0,z1,Structural Foundation,2,2,Painter,259.0
261.0,z1,Floor,9,3,Concrete,260.0
262.0,z1,Sewage,9,3,VVS,261.0
263.0,z1,Electricity,3,2,Painter,262.0
264.0,z1,Piping,6,1,Electrician,263.0
265.0,z1,Electricity,7,2,Carpenter,264.0
266.0,z1,Gypsum,4,3,Concrete,265.0
267.0,z1,Sewage,8,3,Concrete,266.0
268.0,z1,Floor,1,1,Carpenter,267.0
269.0,z1,Floor,9,3,Concrete,268.0
270.0,z1,Structural Walls,7,2,Painter,269.0
271.0,z1,Structural Foundation,9,2,Carpenter,270.0
272.0,z1,Gypsum,4,3,Electrician,271.0
273.0,z1,Structural Foundation,6,1,Carpenter,272.0
274.0,z1,Piping,4,3,VVS,273.0
275.0,z1,Piping,5,3,VVS,274.0
276.0,z1,Structural Walls,5,2,Painter,275.0
277.0,z1,Piping,2,3,Concrete,276.0
278.0,z1,Gypsum,1,1,Electrician,277.0
279.0,z1,Sewage,7,1,Concrete,278.0
280.0,z1,Gypsum,4,1,Carpenter,279.0
281.0,z1,Gypsum,7,2,Electrician,280.0
282.0,z1,Structural Foundation,9,2,Concrete,281.0
283.0,z1,Floor,9,3,Carpenter,282.0
284.0,z1,Electricity,1,3,Electrician,283.0
285.0,z1,Structural Foundation,4,2,Carpenter,284.0
286.0,z1,Structural Foundation,1,3,Electrician,285.0
287.0,z1,Electricity,2,1,Painter,286.0
288.0,z1,Piping,2,3,VVS,287.0
289.0,z1,Structural Walls,3,2,Painter,288.0
290.0,z1,Sewage,3,3,Painter,289.0
291.0,z1,Electricity,6,1,Carpenter,290.0
292.0,z1,Floor,5,2,Electrician,291.0
293.0,z1,Structural Foundation,1,3,VVS,292.0
294.0,z1,Structural Foundation,5,3,Carpenter,293.0
295.0,z1,Piping,3,1,Electrician,294.0
296.0,z1,Sewage,2,2,Painter,295.0
297.0,z1,Structural Walls,1,3,VVS,296.0
298.0,z1,Structural Walls,7,2,Electrician,297.0
299.0,z1,Structural Walls,2,1,Carpenter,298.0
300.0,z2,Gypsum,1,2,Carpenter,299.0
301.0,z2,Interior Walls,7,1,Electrician,300.0
302.0,z2,Interior Walls,9,3,Carpenter,301.0
303.0,z2,Piping,3,1,Electrician,302.0
304.0,z2,Floor,1,2,Painter,303.0
305.0,z2,Structural Walls,6,3,Painter,304.0
306.0,z2,Gypsum,1,2,Painter,305.0
307.0,z2,Structural Walls,8,2,Electrician,306.0
308.0,z2,Interior Walls,5,1,Concrete,307.0
309.0,z2,Gypsum,3,2,VVS,308.0
310.0,z2,Piping,5,3,VVS,309.0
311.0,z2,Piping,8,2,Carpenter,310.0
312.0,z2,Sewage,7,1,VVS,311.0
313.0,z2,Electricity,3,1,Concrete,312.0
314.0,z2,Piping,6,1,Painter,313.0
315.0,z2,Floor,2,2,Concrete,314.0
316.0,z2,Sewage,5,3,Electrician,315.0
317.0,z2,Gypsum,8,3,VVS,316.0
318.0,z2,Sewage,9,1,Carpenter,317.0
319.0,z2,Piping,9,2,Painter,318.0
320.0,z2,Structural Foundation,3,2,Painter,319.0
321.0,z2,Piping,4,1,VVS,320.0
322.0,z2,Sewage,7,1,Carpenter,321.0
323.0,z2,Sewage,1,2,Electrician,322.0
324.0,z2,Structural Foundation,9,3,Electrician,323.0
325.0,z2,Structural Foundation,8,3,Carpenter,324.0
326.0,z2,Floor,5,1,VVS,325.0
327.0,z2,Electricity,3,3,Carpenter,326.0
328.0,z2,Electricity,9,1,VVS,327.0
329.0,z2,Gypsum,1,3,Concrete,328.0
330.0,z2,Sewage,1,2,Painter,329.0
331.0,z2,Gypsum,6,1,Concrete,330.0
332.0,z2,Floor,2,2,Electrician,331.0
333.0,z2,Piping,9,2,Concrete,332.0
334.0,z2,Electricity,4,1,Painter,333.0
335.0,z2,Interior Walls,8,2,VVS,334.0
336.0,z2,Gypsum,1,1,Painter,335.0
337.0,z2,Gypsum,8,1,Carpenter,336.0
338.0,z2,Structural Foundation,4,1,Electrician,337.0
339.0,z2,Interior Walls,8,2,Electrician,338.0
340.0,z2,Piping,1,3,Concrete,339.0
341.0,z2,Sewage,7,3,Painter,340.0
342.0,z2,Sewage,6,1,Concrete,341.0
343.0,z2,Sewage,6,2,Electrician,342.0
344.0,z2,Sewage,3,3,Painter,343.0
345.0,z2,Floor,1,3,Painter,344.0
346.0,z2,Interior Walls,7,1,Carpenter,345.0
347.0,z2,Structural Foundation,9,3,Carpenter,346.0
348.0,z2,Piping,7,3,VVS,347.0
349.0,z2,Interior Walls,9,2,VVS,348.0
350.0,z2,Piping,8,3,Carpenter,349.0
351.0,z2,Piping,6,1,Painter,350.0
352.0,z2,Structural Walls,7,2,Painter,351.0
353.0,z2,Structural Foundation,5,2,VVS,352.0
354.0,z2,Structural Walls,3,3,VVS,353.0
355.0,z2,Piping,1,1,VVS,354.0
356.0,z2,Electricity,6,3,VVS,355.0
357.0,z2,Piping,5,2,Painter,356.0
358.0,z2,Gypsum,5,3,VVS,357.0
359.0,z2,Floor,5,1,Concrete,358.0
360.0,z2,Gypsum,2,3,VVS,359.0
361.0,z2,Structural Foundation,2,3,Carpenter,360.0
362.0,z2,Electricity,6,1,Carpenter,361.0
363.0,z2,Gypsum,2,1,VVS,362.0
364.0,z2,Electricity,2,3,Electrician,363.0
365.0,z2,Structural Walls,2,1,VVS,364.0
366.0,z2,Structural Walls,9,1,Concrete,365.0
367.0,z2,Interior Walls,2,1,VVS,366.0
368.0,z2,Interior Walls,5,1,VVS,367.0
369.0,z2,Electricity,6,1,Concrete,368.0
370.0,z2,Structural Walls,9,3,VVS,369.0
371.0,z2,Structural Walls,1,1,Carpenter,370.0
372.0,z2,Interior Walls,9,1,Electrician,371.0
373.0,z2,Floor,4,1,VVS,372.0
374.0,z2,Structural Foundation,9,3,Painter,373.0
375.0,z2,Structural Walls,2,2,Painter,374.0
376.0,z2,Structural Foundation,6,2,VVS,375.0
377.0,z2,Interior Walls,4,3,Painter,376.0
378.0,z2,Structural Foundation,4,3,Concrete,377.0
379.0,z2,Sewage,7,3,Painter,378.0
380.0,z2,Sewage,3,3,Painter,379.0
381.0,z2,Sewage,1,3,Concrete,380.0
382.0,z2,Structural Foundation,5,3,Carpenter,381.0
383.0,z2,Sewage,6,3,Electrician,382.0
384.0,z2,Electricity,1,2,Painter,383.0
385.0,z2,Structural Foundation,3,3,Electrician,384.0
386.0,z2,Gypsum,3,2,VVS,385.0
387.0,z2,Sewage,2,3,Concrete,386.0
388.0,z2,Gypsum,5,3,Electrician,387.0
389.0,z2,Structural Foundation,7,2,Electrician,388.0
390.0,z2,Floor,5,1,Electrician,389.0
391.0,z2,Interior Walls,7,3,VVS,390.0
392.0,z2,Structural Walls,6,3,Painter,391.0
393.0,z2,Interior Walls,5,2,Concrete,392.0
394.0,z2,Interior Walls,7,2,Carpenter,393.0
395.0,z2,Floor,5,3,Concrete,394.0
396.0,z2,Piping,1,3,Carpenter,395.0
397.0,z2,Piping,6,2,Concrete,396.0
398.0,z2,Sewage,3,1,Painter,397.0
399.0,z2,Structural Foundation,3,2,Carpenter,398.0
400.0,z2,Sewage,2,3,Concrete,399.0
401.0,z2,Structural Walls,3,3,Carpenter,400.0
402.0,z2,Interior Walls,8,3,Carpenter,401.0
403.0,z2,Floor,9,3,Electrician,402.0
404.0,z2,Structural Walls,2,3,Carpenter,403.0
405.0,z2,Gypsum,2,2,VVS,404.0
406.0,z2,Interior Walls,3,3,Electrician,405.0
407.0,z2,Interior Walls,9,3,VVS,406.0
408.0,z2,Sewage,6,2,Carpenter,407.0
409.0,z2,Interior Walls,3,2,Electrician,408.0
410.0,z2,Structural Walls,4,3,Carpenter,409.0
411.0,z2,Gypsum,6,2,VVS,410.0
412.0,z2,Interior Walls,5,3,Electrician,411.0
413.0,z2,Floor,1,2,VVS,412.0
414.0,z2,Floor,8,2,Electrician,413.0
415.0,z2,Floor,3,3,Concrete,414.0
416.0,z2,Floor,6,3,Electrician,415.0
417.0,z2,Gypsum,2,2,Painter,416.0
418.0,z2,Gypsum,2,3,Painter,417.0
419.0,z2,Floor,8,1,Electrician,418.0
420.0,z2,Floor,4,2,VVS,419.0
421.0,z2,Piping,9,3,Concrete,420.0
422.0,z2,Gypsum,5,2,Concrete,421.0
423.0,z2,Structural Walls,6,3,Painter,422.0
424.0,z2,Structural Walls,6,1,Painter,423.0
425.0,z2,Interior Walls,1,2,Painter,424.0
426.0,z2,Structural Foundation,9,2,Painter,425.0
427.0,z2,Interior Walls,7,2,VVS,426.0
428.0,z2,Structural Foundation,3,3,Electrician,427.0
429.0,z2,Electricity,1,2,VVS,428.0
430.0,z2,Floor,7,2,Carpenter,429.0
431.0,z2,Floor,4,3,Concrete,430.0
432.0,z2,Interior Walls,1,1,Painter,431.0
433.0,z2,Structural Foundation,4,3,VVS,432.0
434.0,z2,Floor,1,2,VVS,433.0
435.0,z2,Piping,8,1,Painter,434.0
436.0,z2,Electricity,1,1,Painter,435.0
437.0,z2,Structural Walls,8,1,Carpenter,436.0
438.0,z2,Structural Foundation,4,3,Carpenter,437.0
439.0,z2,Structural Foundation,3,1,Carpenter,438.0
440.0,z2,Piping,9,1,VVS,439.0
441.0,z2,Sewage,3,1,Concrete,440.0
442.0,z2,Interior Walls,6,1,VVS,441.0
443.0,z2,Interior Walls,5,1,Electrician,442.0
444.0,z2,Sewage,5,2,Concrete,443.0
445.0,z2,Gypsum,2,3,Concrete,444.0
446.0,z2,Interior Walls,4,2,Painter,445.0
447.0,z2,Electricity,5,3,Electrician,446.0
448.0,z2,Floor,8,2,Painter,447.0
449.0,z2,Floor,1,1,Carpenter,448.0
450.0,z3,Structural Foundation,1,1,Electrician,449.0
451.0,z3,Piping,5,3,Carpenter,450.0
452.0,z3,Gypsum,2,2,Carpenter,451.0
453.0,z3,Electricity,6,3,Painter,452.0
454.0,z3,Structural Foundation,7,1,VVS,453.0
455.0,z3,Sewage,9,1,VVS,454.0
456.0,z3,Interior Walls,8,1,Electrician,455.0
457.0,z3,Gypsum,4,3,Carpenter,456.0
458.0,z3,Floor,3,2,Painter,457.0
459.0,z3,Floor,6,2,VVS,458.0
460.0,z3,Structural Walls,3,2,Painter,459.0
461.0,z3,Structural Walls,3,3,Concrete,460.0
462.0,z3,Gypsum,7,3,VVS,461.0
463.0,z3,Piping,1,2,Carpenter,462.0
464.0,z3,Interior Walls,6,1,Painter,463.0
465.0,z3,Structural Walls,5,1,Electrician,464.0
466.0,z3,Structural Foundation,9,1,Electrician,465.0
467.0,z3,Structural Walls,9,1,Electrician,466.0
468.0,z3,Gypsum,7,1,VVS,467.0
469.0,z3,Interior Walls,6,1,Concrete,468.0
470.0,z3,Structural Foundation,5,1,Carpenter,469.0
471.0,z3,Floor,8,3,VVS,470.0
472.0,z3,Piping,1,3,Concrete,471.0
473.0,z3,Piping,9,1,Concrete,472.0
474.0,z3,Structural Foundation,1,2,Painter,473.0
475.0,z3,Sewage,5,1,Carpenter,474.0
476.0,z3,Sewage,3,2,Painter,475.0
477.0,z3,Structural Walls,5,2,Concrete,476.0
478.0,z3,Piping,8,1,Painter,477.0
479.0,z3,Sewage,5,2,Painter,478.0
480.0,z3,Gypsum,1,2,Concrete,479.0
481.0,z3,Sewage,4,1,Concrete,480.0
482.0,z3,Gypsum,6,2,Carpenter,481.0
483.0,z3,Electricity,5,2,Electrician,482.0
484.0,z3,Gypsum,2,1,VVS,483.0
485.0,z3,Gypsum,9,3,Electrician,484.0
486.0,z3,Structural Walls,9,3,VVS,485.0
487.0,z3,Interior Walls,5,3,Carpenter,486.0
488.0,z3,Electricity,4,1,Electrician,487.0
489.0,z3,Floor,4,1,Carpenter,488.0
490.0,z3,Floor,3,2,Electrician,489.0
491.0,z3,Floor,4,3,Concrete,490.0
492.0,z3,Piping,1,3,VVS,491.0
493.0,z3,Structural Foundation,7,1,Painter,492.0
494.0,z3,Piping,1,1,VVS,493.0
495.0,z3,Electricity,5,1,Electrician,494.0
496.0,z3,Piping,8,2,VVS,495.0
497.0,z3,Interior Walls,7,3,Painter,496.0
498.0,z3,Sewage,1,3,VVS,497.0
499.0,z3,Gypsum,4,1,Carpenter,498.0
500.0,z3,Interior Walls,4,1,Painter,499.0
501.0,z3,Interior Walls,3,3,Electrician,500.0
502.0,z3,Structural Walls,9,3,Painter,501.0
503.0,z3,Structural Walls,5,1,Electrician,502.0
504.0,z3,Electricity,2,2,Concrete,503.0
505.0,z3,Structural Walls,4,2,VVS,504.0
506.0,z3,Piping,7,1,Painter,505.0
507.0,z3,Sewage,2,2,VVS,506.0
508.0,z3,Interior Walls,9,3,Concrete,507.0
509.0,z3,Structural Foundation,4,3,Electrician,508.0
510.0,z3,Gypsum,4,3,VVS,509.0
511.0,z3,Structural Foundation,7,3,Painter,510.0
512.0,z3,Sewage,8,3,Electrician,511.0
513.0,z3,Structural Walls,4,2,Carpenter,512.0
514.0,z3,Gypsum,3,2,Painter,513.0
515.0,z3,Electricity,9,3,Carpenter,514.0
516.0,z3,Electricity,5,3,Concrete,515.0
517.0,z3,Interior Walls,9,2,Carpenter,516.0
518.0,z3,Sewage,6,2,Painter,517.0
519.0,z3,Gypsum,2,2,Carpenter,518.0
520.0,z3,Piping,3,2,Electrician,519.0
521.0,z3,Sewage,8,2,VVS,520.0
522.0,z3,Structural Walls,6,2,Electrician,521.0
523.0,z3,Electricity,7,1,Carpenter,522.0
524.0,z3,Piping,7,3,Electrician,523.0
525.0,z3,Piping,9,2,Concrete,524.0
526.0,z3,Gypsum,3,3,Painter,525.0
527.0,z3,Floor,4,2,Carpenter,526.0
528.0,z3,Interior Walls,1,1,Concrete,527.0
529.0,z3,Electricity,4,2,Painter,528.0
530.0,z3,Electricity,2,1,Electrician,529.0
531.0,z3,Sewage,5,1,Concrete,530.0
532.0,z3,Electricity,9,2,Painter,531.0
533.0,z3,Sewage,8,1,Concrete,532.0
534.0,z3,Structural Foundation,4,2,Painter,533.0
535.0,z3,Structural Walls,1,1,Carpenter,534.0
536.0,z3,Floor,3,3,Painter,535.0
537.0,z3,Structural Walls,3,3,Electrician,536.0
538.0,z3,Floor,9,2,Electrician,537.0
539.0,z3,Electricity,8,3,VVS,538.0
540.0,z3,Electricity,6,2,VVS,539.0
541.0,z3,Structural Walls,1,3,Concrete,540.0
542.0,z3,Electricity,1,3,Painter,541.0
543.0,z3,Piping,3,2,Electrician,542.0
544.0,z3,Structural Foundation,9,2,VVS,543.0
545.0,z3,Gypsum,2,1,Electrician,544.0
